NP_250241.1|PA1550	96432ae5ac6425755c608d6b69f709f6	179	Pfam	PF05751	FixH	12	155	1.0E-38	T	05-02-2023	IPR008620	Nitrogen fixation protein FixH	-
NP_251975.1|PA3285	9af5447ccb383a8dea9d7f1aff33f0d7	203	Pfam	PF04542	Sigma-70 region 2	24	90	2.2E-12	T	05-02-2023	IPR007627	RNA polymerase sigma-70 region 2	GO:0003700|GO:0006352|GO:0006355
NP_251975.1|PA3285	9af5447ccb383a8dea9d7f1aff33f0d7	203	SUPERFAMILY	SSF88946	Sigma2 domain of RNA polymerase sigma factors	3	97	5.89E-23	T	05-02-2023	IPR013325	RNA polymerase sigma factor, region 2	GO:0003700|GO:0006352|GO:0006355
NP_251975.1|PA3285	9af5447ccb383a8dea9d7f1aff33f0d7	203	Pfam	PF08281	Sigma-70, region 4	137	189	5.1E-11	T	05-02-2023	IPR013249	RNA polymerase sigma factor 70, region 4 type 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
NP_251881.1|PA3191	e9ea05c548817d23828801fdf66bf3f4	473	CDD	cd00075	HATPase	371	467	2.50067E-29	T	05-02-2023	-	-
NP_251881.1|PA3191	e9ea05c548817d23828801fdf66bf3f4	473	PANTHER	PTHR44936	SENSOR PROTEIN CREC	3	468	9.0E-71	T	05-02-2023	-	-
NP_251881.1|PA3191	e9ea05c548817d23828801fdf66bf3f4	473	CDD	cd00082	HisKA	268	309	1.54476E-6	T	05-02-2023	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165
NP_251881.1|PA3191	e9ea05c548817d23828801fdf66bf3f4	473	SUPERFAMILY	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	331	469	9.17E-29	T	05-02-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	-
NP_251881.1|PA3191	e9ea05c548817d23828801fdf66bf3f4	473	Pfam	PF00672	HAMP domain	214	265	6.9E-10	T	05-02-2023	IPR003660	HAMP domain	GO:0007165|GO:0016020
NP_251881.1|PA3191	e9ea05c548817d23828801fdf66bf3f4	473	SUPERFAMILY	SSF158472	HAMP domain-like	219	267	6.41E-5	T	05-02-2023	-	-
NP_251881.1|PA3191	e9ea05c548817d23828801fdf66bf3f4	473	CDD	cd06225	HAMP	220	264	9.55344E-9	T	05-02-2023	-	-
NP_251881.1|PA3191	e9ea05c548817d23828801fdf66bf3f4	473	Pfam	PF00512	His Kinase A (phospho-acceptor) domain	271	313	5.5E-8	T	05-02-2023	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165
NP_251881.1|PA3191	e9ea05c548817d23828801fdf66bf3f4	473	SUPERFAMILY	SSF47384	Homodimeric domain of signal transducing histidine kinase	254	313	1.73E-11	T	05-02-2023	IPR036097	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily	GO:0000155|GO:0007165
NP_251881.1|PA3191	e9ea05c548817d23828801fdf66bf3f4	473	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	367	468	1.6E-17	T	05-02-2023	IPR003594	Histidine kinase/HSP90-like ATPase	-
NP_249251.1|PA0560	829bfb87cb60de57f4c783025b34dba3	162	CDD	cd07344	M48_yhfN_like	110	150	1.46141E-10	T	05-02-2023	-	-
NP_249251.1|PA0560	829bfb87cb60de57f4c783025b34dba3	162	Pfam	PF01863	YgjP-like, metallopeptidase domain	93	154	1.4E-12	T	05-02-2023	IPR002725	YgjP-like, metallopeptidase domain	-
NP_249251.1|PA0560	829bfb87cb60de57f4c783025b34dba3	162	PANTHER	PTHR30399	UNCHARACTERIZED PROTEIN YGJP	5	158	9.2E-34	T	05-02-2023	-	-
NP_252671.1|PA3982	fc7c53cb804c93ba4660b4303d73c0b9	160	Pfam	PF02130	Endoribonuclease YbeY	19	142	7.2E-36	T	05-02-2023	IPR002036	Endoribonuclease YbeY	GO:0004222|GO:0006364
NP_252671.1|PA3982	fc7c53cb804c93ba4660b4303d73c0b9	160	PANTHER	PTHR46986	ENDORIBONUCLEASE YBEY, CHLOROPLASTIC	10	152	7.5E-33	T	05-02-2023	IPR002036	Endoribonuclease YbeY	GO:0004222|GO:0006364
NP_252671.1|PA3982	fc7c53cb804c93ba4660b4303d73c0b9	160	SUPERFAMILY	SSF55486	Metalloproteases ("zincins"), catalytic domain	5	148	1.9E-46	T	05-02-2023	-	-
NP_252042.1|PA3352	e3bc66c30207174e02988d8852d86363	156	SUPERFAMILY	SSF140566	FlgN-like	6	130	3.4E-29	T	05-02-2023	IPR036679	FlgN-like superfamily	GO:0005515|GO:0044780
NP_252042.1|PA3352	e3bc66c30207174e02988d8852d86363	156	Pfam	PF05130	FlgN protein	2	145	5.1E-31	T	05-02-2023	IPR007809	FlgN-like protein	GO:0005515|GO:0044780
NP_249484.1|PA0793	70a48cbf52a716405f1d437566a68266	395	Pfam	PF04303	PrpF protein	6	391	0.0	T	05-02-2023	IPR007400	PrpF protein	-
NP_249484.1|PA0793	70a48cbf52a716405f1d437566a68266	395	SUPERFAMILY	SSF54506	Diaminopimelate epimerase-like	189	393	7.53E-78	T	05-02-2023	-	-
NP_249484.1|PA0793	70a48cbf52a716405f1d437566a68266	395	FunFam	G3DSA:3.10.310.10:FF:000018	2-methylaconitate cis-trans isomerase	6	187	2.4E-96	T	05-02-2023	-	-
NP_249484.1|PA0793	70a48cbf52a716405f1d437566a68266	395	PANTHER	PTHR43709	ACONITATE ISOMERASE-RELATED	5	390	0.0	T	05-02-2023	IPR007400	PrpF protein	-
NP_249484.1|PA0793	70a48cbf52a716405f1d437566a68266	395	SUPERFAMILY	SSF54506	Diaminopimelate epimerase-like	3	181	3.61E-68	T	05-02-2023	-	-
NP_248890.1|PA0199	1d421c59d603fcdc1e0732c4d4458a91	133	FunFam	G3DSA:3.30.420.270:FF:000013	Biopolymer transporter ExbD	60	129	1.4E-40	T	05-02-2023	-	-
NP_248890.1|PA0199	1d421c59d603fcdc1e0732c4d4458a91	133	Pfam	PF02472	Biopolymer transport protein ExbD/TolR	12	132	1.3E-28	T	05-02-2023	IPR003400	Biopolymer transport protein ExbD/TolR	GO:0022857|GO:0055085
NP_248890.1|PA0199	1d421c59d603fcdc1e0732c4d4458a91	133	PANTHER	PTHR30558	EXBD MEMBRANE COMPONENT OF PMF-DRIVEN MACROMOLECULE IMPORT SYSTEM	1	132	9.3E-31	T	05-02-2023	IPR003400	Biopolymer transport protein ExbD/TolR	GO:0022857|GO:0055085
NP_253927.1|PA5240	2d836068f7e47d29b41c894e372dff5a	108	CDD	cd02947	TRX_family	11	105	1.8172E-37	T	05-02-2023	-	-
NP_253927.1|PA5240	2d836068f7e47d29b41c894e372dff5a	108	Pfam	PF00085	Thioredoxin	5	105	5.7E-35	T	05-02-2023	IPR013766	Thioredoxin domain	-
NP_253927.1|PA5240	2d836068f7e47d29b41c894e372dff5a	108	FunFam	G3DSA:3.40.30.10:FF:000001	Thioredoxin	1	108	4.5E-45	T	05-02-2023	-	-
NP_253927.1|PA5240	2d836068f7e47d29b41c894e372dff5a	108	PANTHER	PTHR45663	GEO12009P1	7	106	2.8E-35	T	05-02-2023	-	-
NP_253927.1|PA5240	2d836068f7e47d29b41c894e372dff5a	108	SUPERFAMILY	SSF52833	Thioredoxin-like	3	106	4.89E-40	T	05-02-2023	IPR036249	Thioredoxin-like superfamily	-
NP_250389.1|PA1698	2b04936df0ed22b9aada18c603d24638	288	Pfam	PF07201	HrpJ-like domain	54	217	3.1E-38	T	05-02-2023	IPR010812	Hypersensitivity response secretion-like, HrpJ	GO:0019867|GO:0046903
NP_250389.1|PA1698	2b04936df0ed22b9aada18c603d24638	288	SUPERFAMILY	SSF140591	Type III secretion system domain	68	263	9.42E-55	T	05-02-2023	-	-
NP_253095.1|PA4405	59a2836a8edf421dbec59cdeb166ea5c	131	Pfam	PF05258	Dna[CI] antecedent, DciA	5	74	8.2E-10	T	05-02-2023	IPR007922	Protein of unknown function DUF721/UPF0232	-
NP_251403.1|PA2713	3f87a0c02dc9767b0fbb641792e5c61b	159	Pfam	PF01638	HxlR-like helix-turn-helix	19	106	7.9E-25	T	05-02-2023	IPR002577	Helix-turn-helix, HxlR type	-
NP_251403.1|PA2713	3f87a0c02dc9767b0fbb641792e5c61b	159	PANTHER	PTHR33204	TRANSCRIPTIONAL REGULATOR, MARR FAMILY	1	154	9.5E-45	T	05-02-2023	-	-
NP_251403.1|PA2713	3f87a0c02dc9767b0fbb641792e5c61b	159	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	7	145	2.55E-44	T	05-02-2023	IPR036390	Winged helix DNA-binding domain superfamily	-
NP_250376.1|PA1685	6f6f2c2e4da03c608eb725fe32f3f74b	249	FunFam	G3DSA:3.40.50.1000:FF:000079	Enolase-phosphatase E1	98	211	2.6E-42	T	05-02-2023	-	-
NP_250376.1|PA1685	6f6f2c2e4da03c608eb725fe32f3f74b	249	PANTHER	PTHR20371	ENOLASE-PHOSPHATASE E1	3	208	1.9E-69	T	05-02-2023	-	-
NP_250376.1|PA1685	6f6f2c2e4da03c608eb725fe32f3f74b	249	SUPERFAMILY	SSF56784	HAD-like	1	212	3.1E-59	T	05-02-2023	IPR036412	HAD-like superfamily	-
NP_250376.1|PA1685	6f6f2c2e4da03c608eb725fe32f3f74b	249	CDD	cd01629	HAD_EP	5	207	3.92804E-122	T	05-02-2023	IPR023943	Enolase-phosphatase E1	GO:0000287|GO:0019509|GO:0043874
NP_250376.1|PA1685	6f6f2c2e4da03c608eb725fe32f3f74b	249	FunFam	G3DSA:1.10.720.60:FF:000003	Enolase-phosphatase E1	17	100	7.6E-39	T	05-02-2023	-	-
NP_248784.1|PA0094	9d8e1da74605e59f11003edadbbb0231	144	SUPERFAMILY	SSF55724	Mog1p/PsbP-like	1	141	1.2E-47	T	05-02-2023	IPR016123	Mog1/PsbP, alpha/beta/alpha sandwich	-
NP_248784.1|PA0094	9d8e1da74605e59f11003edadbbb0231	144	FunFam	G3DSA:3.40.1000.10:FF:000008	DUF1795 domain-containing protein	1	144	1.9E-102	T	05-02-2023	-	-
NP_248784.1|PA0094	9d8e1da74605e59f11003edadbbb0231	144	Pfam	PF08786	DcrB	8	136	1.9E-35	T	05-02-2023	IPR014894	Inner membrane lipoprotein DcrB/EagT6	-
NP_252062.1|PA3372	ce4f053abc42f49802de8e72cb38ecd1	256	SUPERFAMILY	SSF56281	Metallo-hydrolase/oxidoreductase	1	256	1.31E-38	T	05-02-2023	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like	-
NP_252062.1|PA3372	ce4f053abc42f49802de8e72cb38ecd1	256	Pfam	PF12706	Beta-lactamase superfamily domain	64	225	5.1E-16	T	05-02-2023	IPR001279	Metallo-beta-lactamase	-
NP_252062.1|PA3372	ce4f053abc42f49802de8e72cb38ecd1	256	PANTHER	PTHR42663	HYDROLASE C777.06C-RELATED-RELATED	2	256	3.0E-29	T	05-02-2023	-	-
NP_252062.1|PA3372	ce4f053abc42f49802de8e72cb38ecd1	256	CDD	cd07736	PhnP-like_MBL-fold	1	191	5.51808E-105	T	05-02-2023	IPR035682	Phosphonate metabolism protein, MBL domain	-
NP_253434.1|PA4746	fa34fe0e967ad3c643be97a1f65fe9df	152	SUPERFAMILY	SSF75420	YhbC-like, N-terminal domain	2	83	3.27E-27	T	05-02-2023	IPR035956	RimP, N-terminal domain superfamily	-
NP_253434.1|PA4746	fa34fe0e967ad3c643be97a1f65fe9df	152	CDD	cd01734	YlxS_C	81	151	8.18324E-25	T	05-02-2023	IPR028998	Ribosome maturation factor RimP, C-terminal	-
NP_253434.1|PA4746	fa34fe0e967ad3c643be97a1f65fe9df	152	Pfam	PF17384	RimP C-terminal SH3 domain	86	151	1.6E-20	T	05-02-2023	IPR028998	Ribosome maturation factor RimP, C-terminal	-
NP_253434.1|PA4746	fa34fe0e967ad3c643be97a1f65fe9df	152	SUPERFAMILY	SSF74942	YhbC-like, C-terminal domain	84	151	1.02E-17	T	05-02-2023	IPR036847	Ribosome maturation factor RimP, C-terminal domain superfamily	-
NP_253434.1|PA4746	fa34fe0e967ad3c643be97a1f65fe9df	152	FunFam	G3DSA:2.30.30.180:FF:000004	Ribosome maturation factor RimP	88	148	1.2E-44	T	05-02-2023	-	-
NP_253434.1|PA4746	fa34fe0e967ad3c643be97a1f65fe9df	152	PANTHER	PTHR33867	RIBOSOME MATURATION FACTOR RIMP	1	151	2.0E-48	T	05-02-2023	IPR003728	Ribosome maturation factor RimP	GO:0042274
NP_253434.1|PA4746	fa34fe0e967ad3c643be97a1f65fe9df	152	Pfam	PF02576	RimP N-terminal domain	11	83	1.6E-31	T	05-02-2023	IPR028989	Ribosome maturation factor RimP, N-terminal	-
NP_253434.1|PA4746	fa34fe0e967ad3c643be97a1f65fe9df	152	FunFam	G3DSA:3.30.300.70:FF:000001	Ribosome maturation factor RimP	1	80	4.7E-34	T	05-02-2023	-	-
NP_249830.1|PA1139	3d6b298ee3383bc6c304e7bf199cd1cb	282	CDD	cd05379	CAP_bacterial	149	280	4.23979E-40	T	05-02-2023	-	-
NP_249830.1|PA1139	3d6b298ee3383bc6c304e7bf199cd1cb	282	SUPERFAMILY	SSF55797	PR-1-like	145	280	2.09E-22	T	05-02-2023	IPR035940	CAP superfamily	-
NP_249830.1|PA1139	3d6b298ee3383bc6c304e7bf199cd1cb	282	Pfam	PF00188	Cysteine-rich secretory protein family	152	279	4.4E-20	T	05-02-2023	IPR014044	CAP domain	-
NP_249830.1|PA1139	3d6b298ee3383bc6c304e7bf199cd1cb	282	PANTHER	PTHR31157	UNCHARACTERIZED	149	281	6.1E-41	T	05-02-2023	-	-
NP_250226.1|PA1535	b401e99726aa53e3cf5c753016d67da0	382	FunFam	G3DSA:2.40.110.10:FF:000002	Acyl-CoA dehydrogenase fadE12	125	236	9.0E-37	T	05-02-2023	-	-
NP_250226.1|PA1535	b401e99726aa53e3cf5c753016d67da0	382	SUPERFAMILY	SSF56645	Acyl-CoA dehydrogenase NM domain-like	5	244	3.27E-74	T	05-02-2023	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily	GO:0016627
NP_250226.1|PA1535	b401e99726aa53e3cf5c753016d67da0	382	FunFam	G3DSA:1.20.140.10:FF:000001	Acyl-CoA dehydrogenase	237	381	6.3E-50	T	05-02-2023	-	-
NP_250226.1|PA1535	b401e99726aa53e3cf5c753016d67da0	382	Pfam	PF02770	Acyl-CoA dehydrogenase, middle domain	126	220	1.2E-24	T	05-02-2023	IPR006091	Acyl-CoA oxidase/dehydrogenase, middle domain	GO:0016627
NP_250226.1|PA1535	b401e99726aa53e3cf5c753016d67da0	382	Pfam	PF00441	Acyl-CoA dehydrogenase, C-terminal domain	232	380	3.0E-46	T	05-02-2023	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	GO:0016627
NP_250226.1|PA1535	b401e99726aa53e3cf5c753016d67da0	382	Pfam	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	10	122	1.6E-27	T	05-02-2023	IPR013786	Acyl-CoA dehydrogenase/oxidase, N-terminal	GO:0016627|GO:0050660
NP_250226.1|PA1535	b401e99726aa53e3cf5c753016d67da0	382	PANTHER	PTHR48083	MEDIUM-CHAIN SPECIFIC ACYL-COA DEHYDROGENASE, MITOCHONDRIAL-RELATED	7	379	1.7E-110	T	05-02-2023	-	-
NP_250226.1|PA1535	b401e99726aa53e3cf5c753016d67da0	382	SUPERFAMILY	SSF47203	Acyl-CoA dehydrogenase C-terminal domain-like	231	380	8.54E-48	T	05-02-2023	IPR036250	Acyl-CoA dehydrogenase-like, C-terminal	GO:0016627
NP_252112.1|PA3422	caff4a2d21f8b045f92dcef3bc61fb83	585	Pfam	PF06980	Protein of unknown function (DUF1302)	12	585	0.0	T	05-02-2023	IPR010727	Protein of unknown function DUF1302	-
NP_248846.1|PA0156	faef8e92bd224e035155fddb45eedcfe	383	FunFam	G3DSA:2.40.30.170:FF:000014	Efflux RND transporter periplasmic adaptor subunit	207	271	2.3E-25	T	05-02-2023	-	-
NP_248846.1|PA0156	faef8e92bd224e035155fddb45eedcfe	383	SUPERFAMILY	SSF111369	HlyD-like secretion proteins	57	285	3.4E-25	T	05-02-2023	-	-
NP_248846.1|PA0156	faef8e92bd224e035155fddb45eedcfe	383	Pfam	PF16576	Barrel-sandwich domain of CusB or HlyD membrane-fusion	65	270	2.4E-16	T	05-02-2023	IPR032317	RND efflux pump, membrane fusion protein, barrel-sandwich domain	-
NP_248846.1|PA0156	faef8e92bd224e035155fddb45eedcfe	383	PANTHER	PTHR30469	MULTIDRUG RESISTANCE PROTEIN MDTA	9	366	6.4E-84	T	05-02-2023	-	-
NP_251955.1|PA3265	6e6150c05bf67a22a9655f183700a548	104	FunFam	G3DSA:1.10.3730.20:FF:000001	Quaternary ammonium compound resistance transporter SugE	1	104	4.1E-36	T	05-02-2023	-	-
NP_251955.1|PA3265	6e6150c05bf67a22a9655f183700a548	104	PANTHER	PTHR30561	SMR FAMILY PROTON-DEPENDENT DRUG EFFLUX TRANSPORTER SUGE	1	103	4.6E-38	T	05-02-2023	IPR000390	Small drug/metabolite transporter protein family	GO:0016020|GO:0022857
NP_251955.1|PA3265	6e6150c05bf67a22a9655f183700a548	104	Pfam	PF00893	Small Multidrug Resistance protein	1	93	1.6E-27	T	05-02-2023	IPR045324	Small multidrug resistance protein	GO:0005886|GO:0022857
NP_251955.1|PA3265	6e6150c05bf67a22a9655f183700a548	104	SUPERFAMILY	SSF103481	Multidrug resistance efflux transporter EmrE	5	103	2.35E-19	T	05-02-2023	-	-
NP_253622.1|PA4935	aad12833c84219f04c4381299e84a50b	139	Pfam	PF01250	Ribosomal protein S6	3	91	1.1E-26	T	05-02-2023	IPR000529	Ribosomal protein S6	GO:0003735|GO:0005840|GO:0006412|GO:0019843
NP_253622.1|PA4935	aad12833c84219f04c4381299e84a50b	139	SUPERFAMILY	SSF54995	Ribosomal protein S6	1	102	9.55E-37	T	05-02-2023	IPR035980	Ribosomal protein S6 superfamily	GO:0003735|GO:0005840|GO:0006412|GO:0019843
NP_253622.1|PA4935	aad12833c84219f04c4381299e84a50b	139	PANTHER	PTHR21011	MITOCHONDRIAL 28S RIBOSOMAL PROTEIN S6	1	105	4.1E-22	T	05-02-2023	IPR000529	Ribosomal protein S6	GO:0003735|GO:0005840|GO:0006412|GO:0019843
NP_253622.1|PA4935	aad12833c84219f04c4381299e84a50b	139	CDD	cd00473	bS6	3	92	4.16682E-35	T	05-02-2023	IPR020814	Ribosomal protein S6, plastid/chloroplast	GO:0003735|GO:0005840|GO:0006412|GO:0019843
NP_253622.1|PA4935	aad12833c84219f04c4381299e84a50b	139	FunFam	G3DSA:3.30.70.60:FF:000003	30S ribosomal protein S6	1	117	4.8E-62	T	05-02-2023	-	-
NP_251669.1|PA2979	b3ccbc568c222a5fd3217677bab343ac	254	Pfam	PF02348	Cytidylyltransferase	7	226	1.0E-55	T	05-02-2023	IPR003329	Acylneuraminate cytidylyltransferase	-
NP_251669.1|PA2979	b3ccbc568c222a5fd3217677bab343ac	254	FunFam	G3DSA:3.90.550.10:FF:000011	3-deoxy-manno-octulosonate cytidylyltransferase	3	253	4.8E-113	T	05-02-2023	-	-
NP_251669.1|PA2979	b3ccbc568c222a5fd3217677bab343ac	254	CDD	cd02517	CMP-KDO-Synthetase	5	251	1.30278E-130	T	05-02-2023	IPR004528	3-deoxy-D-manno-octulosonate cytidylyltransferase	GO:0008690
NP_251669.1|PA2979	b3ccbc568c222a5fd3217677bab343ac	254	SUPERFAMILY	SSF53448	Nucleotide-diphospho-sugar transferases	5	251	1.6E-60	T	05-02-2023	IPR029044	Nucleotide-diphospho-sugar transferases	-
NP_251669.1|PA2979	b3ccbc568c222a5fd3217677bab343ac	254	PANTHER	PTHR42866	3-DEOXY-MANNO-OCTULOSONATE CYTIDYLYLTRANSFERASE	5	251	3.0E-68	T	05-02-2023	-	-
NP_249307.1|PA0616	76069c5e384a9d63c4bfaa5481d9067f	185	Pfam	PF04717	Type VI secretion system/phage-baseplate injector OB domain	18	84	3.1E-17	T	05-02-2023	IPR006531	Gp5/Type VI secretion system Vgr protein, OB-fold domain	-
NP_251596.1|PA2906	aa350b9bbcfbfad8730b3a3b4e8b5477	486	SUPERFAMILY	SSF56014	Nitrite and sulphite reductase 4Fe-4S domain-like	133	287	1.26E-20	T	05-02-2023	IPR045854	Nitrite and sulphite reductase 4Fe-4S domain-like superfamily	-
NP_251596.1|PA2906	aa350b9bbcfbfad8730b3a3b4e8b5477	486	SUPERFAMILY	SSF55124	Nitrite/Sulfite reductase N-terminal domain-like	38	123	5.07E-16	T	05-02-2023	IPR036136	Nitrite/Sulfite reductase ferredoxin-like domain superfamily	GO:0016491
NP_251596.1|PA2906	aa350b9bbcfbfad8730b3a3b4e8b5477	486	PANTHER	PTHR32439	FERREDOXIN--NITRITE REDUCTASE, CHLOROPLASTIC	58	434	2.0E-58	T	05-02-2023	-	-
NP_251596.1|PA2906	aa350b9bbcfbfad8730b3a3b4e8b5477	486	FunFam	G3DSA:3.30.413.10:FF:000024	Nitrite reductase	378	479	1.1E-40	T	05-02-2023	-	-
NP_251596.1|PA2906	aa350b9bbcfbfad8730b3a3b4e8b5477	486	Pfam	PF03460	Nitrite/Sulfite reductase ferredoxin-like half domain	62	118	5.0E-11	T	05-02-2023	IPR005117	Nitrite/Sulfite reductase ferredoxin-like domain	GO:0016491
NP_251596.1|PA2906	aa350b9bbcfbfad8730b3a3b4e8b5477	486	Pfam	PF03460	Nitrite/Sulfite reductase ferredoxin-like half domain	302	360	1.2E-14	T	05-02-2023	IPR005117	Nitrite/Sulfite reductase ferredoxin-like domain	GO:0016491
NP_251596.1|PA2906	aa350b9bbcfbfad8730b3a3b4e8b5477	486	SUPERFAMILY	SSF56014	Nitrite and sulphite reductase 4Fe-4S domain-like	381	476	1.7E-11	T	05-02-2023	IPR045854	Nitrite and sulphite reductase 4Fe-4S domain-like superfamily	-
NP_251596.1|PA2906	aa350b9bbcfbfad8730b3a3b4e8b5477	486	SUPERFAMILY	SSF55124	Nitrite/Sulfite reductase N-terminal domain-like	245	372	4.58E-24	T	05-02-2023	IPR036136	Nitrite/Sulfite reductase ferredoxin-like domain superfamily	GO:0016491
NP_251596.1|PA2906	aa350b9bbcfbfad8730b3a3b4e8b5477	486	Pfam	PF01077	Nitrite and sulphite reductase 4Fe-4S domain	132	274	1.2E-14	T	05-02-2023	IPR006067	Nitrite/sulphite reductase 4Fe-4S domain	GO:0016491|GO:0020037|GO:0051536
NP_251596.1|PA2906	aa350b9bbcfbfad8730b3a3b4e8b5477	486	FunFam	G3DSA:3.30.413.10:FF:000038	Probable oxidoreductase	131	291	1.8E-94	T	05-02-2023	-	-
NP_252472.1|PA3783	e9c667de50b0d68b117b866ea776c1f0	209	SUPERFAMILY	SSF52499	Isochorismatase-like hydrolases	6	187	7.06E-46	T	05-02-2023	IPR036380	Isochorismatase-like superfamily	-
NP_252472.1|PA3783	e9c667de50b0d68b117b866ea776c1f0	209	CDD	cd01014	nicotinamidase_related	9	166	4.29282E-58	T	05-02-2023	-	-
NP_252472.1|PA3783	e9c667de50b0d68b117b866ea776c1f0	209	PANTHER	PTHR43540	PEROXYUREIDOACRYLATE/UREIDOACRYLATE AMIDOHYDROLASE-RELATED	6	187	4.8E-34	T	05-02-2023	-	-
NP_252472.1|PA3783	e9c667de50b0d68b117b866ea776c1f0	209	Pfam	PF00857	Isochorismatase family	9	174	9.8E-32	T	05-02-2023	IPR000868	Isochorismatase-like	-
NP_251645.1|PA2955	73db1db17e6ca787da4aa5206fb31367	210	Pfam	PF16105	Domain of unknown function (DUF4823)	51	199	3.4E-61	T	05-02-2023	IPR032248	Protein of unknown function DUF4823	-
NP_249238.1|PA0547	e2fafa5497ccd5cffcf92a5ac7c29c7e	333	Pfam	PF12840	Helix-turn-helix domain	19	75	1.7E-11	T	05-02-2023	-	-
NP_249238.1|PA0547	e2fafa5497ccd5cffcf92a5ac7c29c7e	333	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	157	313	1.67E-36	T	05-02-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	-
NP_249238.1|PA0547	e2fafa5497ccd5cffcf92a5ac7c29c7e	333	CDD	cd02440	AdoMet_MTases	168	267	1.50186E-14	T	05-02-2023	-	-
NP_249238.1|PA0547	e2fafa5497ccd5cffcf92a5ac7c29c7e	333	CDD	cd00090	HTH_ARSR	21	83	2.14476E-13	T	05-02-2023	IPR011991	ArsR-like helix-turn-helix domain	-
NP_249238.1|PA0547	e2fafa5497ccd5cffcf92a5ac7c29c7e	333	PANTHER	PTHR43861	TRANS-ACONITATE 2-METHYLTRANSFERASE-RELATED	157	272	1.1E-15	T	05-02-2023	-	-
NP_249238.1|PA0547	e2fafa5497ccd5cffcf92a5ac7c29c7e	333	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	10	206	2.69E-25	T	05-02-2023	IPR036390	Winged helix DNA-binding domain superfamily	-
NP_249238.1|PA0547	e2fafa5497ccd5cffcf92a5ac7c29c7e	333	Pfam	PF08241	Methyltransferase domain	170	264	9.0E-18	T	05-02-2023	IPR013216	Methyltransferase type 11	GO:0008168
NP_254152.1|PA5465	831931960bb06962fbb78c054d79aaae	139	PANTHER	PTHR33337	GFA DOMAIN-CONTAINING PROTEIN	5	129	7.3E-26	T	05-02-2023	-	-
NP_254152.1|PA5465	831931960bb06962fbb78c054d79aaae	139	SUPERFAMILY	SSF51316	Mss4-like	1	130	1.03E-41	T	05-02-2023	IPR011057	Mss4-like superfamily	-
NP_254152.1|PA5465	831931960bb06962fbb78c054d79aaae	139	Pfam	PF04828	Glutathione-dependent formaldehyde-activating enzyme	27	113	1.3E-18	T	05-02-2023	IPR006913	CENP-V/GFA domain	GO:0016846
NP_252710.1|PA4021	f2ea032d16626ff280d75ff9c82279cb	643	PANTHER	PTHR32071	TRANSCRIPTIONAL REGULATORY PROTEIN	315	641	9.2E-107	T	05-02-2023	-	-
NP_252710.1|PA4021	f2ea032d16626ff280d75ff9c82279cb	643	SUPERFAMILY	SSF55781	GAF domain-like	68	199	3.3E-9	T	05-02-2023	-	-
NP_252710.1|PA4021	f2ea032d16626ff280d75ff9c82279cb	643	SUPERFAMILY	SSF46689	Homeodomain-like	542	638	9.86E-15	T	05-02-2023	IPR009057	Homeobox-like domain superfamily	-
NP_252710.1|PA4021	f2ea032d16626ff280d75ff9c82279cb	643	SUPERFAMILY	SSF55785	PYP-like sensor domain (PAS domain)	235	311	1.57E-8	T	05-02-2023	IPR035965	PAS domain superfamily	-
NP_252710.1|PA4021	f2ea032d16626ff280d75ff9c82279cb	643	CDD	cd00009	AAA	336	495	1.82568E-23	T	05-02-2023	-	-
NP_252710.1|PA4021	f2ea032d16626ff280d75ff9c82279cb	643	Pfam	PF01590	GAF domain	73	194	2.7E-7	T	05-02-2023	IPR003018	GAF domain	GO:0005515
NP_252710.1|PA4021	f2ea032d16626ff280d75ff9c82279cb	643	CDD	cd00130	PAS	235	315	3.82235E-4	T	05-02-2023	IPR000014	PAS domain	-
NP_252710.1|PA4021	f2ea032d16626ff280d75ff9c82279cb	643	FunFam	G3DSA:3.40.50.300:FF:000006	DNA-binding transcriptional regulator NtrC	333	503	3.0E-62	T	05-02-2023	-	-
NP_252710.1|PA4021	f2ea032d16626ff280d75ff9c82279cb	643	Pfam	PF02954	Bacterial regulatory protein, Fis family	596	635	2.0E-13	T	05-02-2023	IPR002197	DNA binding HTH domain,  Fis-type	GO:0043565
