id_protein	md5	seq_len	analysis	id_analysis	desc_analysis	start	stop	score	status	date	id_inter	desc_inter	id_go	type
NP_215273.3	53dc4fb913347cb8db516869529b734a	110	SUPERFAMILY	SSF54197	HIT-like	2	108	3.71e-23	T	08-02-2023	IPR036265	HIT-like superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216203.1	7e7250758dd98c9f891a882fd1ab46b9	255	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	16	232	2.72e-56	T	08-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216203.1	7e7250758dd98c9f891a882fd1ab46b9	255	CDD	cd03230	ABC_DR_subfamily_A	18	207	2.34885e-60	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216203.1	7e7250758dd98c9f891a882fd1ab46b9	255	Pfam	PF00005	ABC transporter	33	170	4.2e-30	T	08-02-2023	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524	DOMAIN
NP_216203.1	7e7250758dd98c9f891a882fd1ab46b9	255	PANTHER	PTHR43038	ATP-BINDING CASSETTE, SUB-FAMILY H, MEMBER 1	11	247	1.7e-77	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215707.1	4f94fa694989ddfb5e1977335a8ada17	304	Pfam	PF00561	alpha/beta hydrolase fold	37	133	6.4e-09	T	08-02-2023	IPR000073	Alpha/beta hydrolase fold-1	NaN	DOMAIN
NP_215707.1	4f94fa694989ddfb5e1977335a8ada17	304	SUPERFAMILY	SSF53474	alpha/beta-Hydrolases	14	296	6.1e-37	T	08-02-2023	IPR029058	Alpha/Beta hydrolase fold	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215707.1	4f94fa694989ddfb5e1977335a8ada17	304	PANTHER	PTHR43433	HYDROLASE, ALPHA/BETA FOLD FAMILY PROTEIN	30	295	2.9e-24	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217209.1	393bd36e56492048cc6e54a7fe15e075	223	Pfam	PF11361	Protein of unknown function (DUF3159)	16	199	2.7e-67	T	08-02-2023	IPR016566	Uncharacterised conserved protein UCP010219	NaN	FAMILY
NP_215127.1	e262bba35af8d77776581f175123b1cd	855	Pfam	PF02810	SEC-C motif	449	466	3.5e-09	T	08-02-2023	IPR004027	SEC-C motif	NaN	CONSERVED_SITE
NP_215127.1	e262bba35af8d77776581f175123b1cd	855	SUPERFAMILY	SSF103642	Sec-C motif	448	468	2.13e-07	T	08-02-2023	NaN	NaN	NaN	NaN
YP_177771.1	a330fb975c156c7d119c6a316419d882	338	CDD	cd06261	TM_PBP2	87	262	2.71616e-11	T	08-02-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020	DOMAIN
YP_177771.1	a330fb975c156c7d119c6a316419d882	338	CDD	cd06261	TM_PBP2	87	262	2.71616e-11	T	08-02-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0055085	DOMAIN
YP_177771.1	a330fb975c156c7d119c6a316419d882	338	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	104	328	6.4e-14	T	08-02-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020	DOMAIN
YP_177771.1	a330fb975c156c7d119c6a316419d882	338	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	104	328	6.4e-14	T	08-02-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0055085	DOMAIN
YP_177771.1	a330fb975c156c7d119c6a316419d882	338	PANTHER	PTHR30425	PHOSPHATE TRANSPORT SYSTEM PERMEASE PROTEIN PST	14	329	9.8e-83	T	08-02-2023	NaN	NaN	NaN	NaN
YP_177771.1	a330fb975c156c7d119c6a316419d882	338	SUPERFAMILY	SSF161098	MetI-like	22	321	9.16e-26	T	08-02-2023	IPR035906	MetI-like superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
YP_009030042.1	7bb110802686eb0773805c6f4013f506	64	SUPERFAMILY	SSF143800	L28p-like	1	63	8.24e-23	T	08-02-2023	IPR034704	L28p-like	NaN	HOMOLOGOUS_SUPERFAMILY
YP_009030042.1	7bb110802686eb0773805c6f4013f506	64	PANTHER	PTHR39080	50S RIBOSOMAL PROTEIN L28	1	63	5.6e-20	T	08-02-2023	NaN	NaN	NaN	NaN
YP_009030042.1	7bb110802686eb0773805c6f4013f506	64	Pfam	PF00830	Ribosomal L28 family	4	60	8e-23	T	08-02-2023	IPR026569	Ribosomal protein L28/L24	GO:0003735	FAMILY
NP_215809.1	fa5e4bd79b8bc1c69386d7ab7b88c060	447	FunFam	G3DSA:3.20.20.10:FF:000003	Diaminopimelate decarboxylase	47	304	1.5e-89	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215809.1	fa5e4bd79b8bc1c69386d7ab7b88c060	447	Pfam	PF02784	Pyridoxal-dependent decarboxylase, pyridoxal binding domain	48	306	1.4e-56	T	08-02-2023	IPR022644	Orn/DAP/Arg decarboxylase 2, N-terminal	GO:0003824	DOMAIN
NP_215809.1	fa5e4bd79b8bc1c69386d7ab7b88c060	447	FunFam	G3DSA:2.40.37.10:FF:000003	Diaminopimelate decarboxylase	285	442	6.199999999999999e-49	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215809.1	fa5e4bd79b8bc1c69386d7ab7b88c060	447	SUPERFAMILY	SSF51419	PLP-binding barrel	39	308	2.62e-71	T	08-02-2023	IPR029066	PLP-binding barrel	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215809.1	fa5e4bd79b8bc1c69386d7ab7b88c060	447	PANTHER	PTHR43727	DIAMINOPIMELATE DECARBOXYLASE	21	443	8.699999999999999e-102	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215809.1	fa5e4bd79b8bc1c69386d7ab7b88c060	447	SUPERFAMILY	SSF50621	Alanine racemase C-terminal domain-like	2	45	2.09e-07	T	08-02-2023	IPR009006	Alanine racemase/group IV decarboxylase, C-terminal	GO:0003824	HOMOLOGOUS_SUPERFAMILY
NP_215809.1	fa5e4bd79b8bc1c69386d7ab7b88c060	447	SUPERFAMILY	SSF50621	Alanine racemase C-terminal domain-like	2	45	2.09e-07	T	08-02-2023	IPR009006	Alanine racemase/group IV decarboxylase, C-terminal	GO:0003824	HOMOLOGOUS_SUPERFAMILY
NP_215809.1	fa5e4bd79b8bc1c69386d7ab7b88c060	447	CDD	cd06828	PLPDE_III_DapDC	38	424	0.0	T	08-02-2023	IPR002986	Diaminopimelate decarboxylase, LysA	GO:0008836	FAMILY
NP_215809.1	fa5e4bd79b8bc1c69386d7ab7b88c060	447	CDD	cd06828	PLPDE_III_DapDC	38	424	0.0	T	08-02-2023	IPR002986	Diaminopimelate decarboxylase, LysA	GO:0009089	FAMILY
NP_215809.1	fa5e4bd79b8bc1c69386d7ab7b88c060	447	SUPERFAMILY	SSF50621	Alanine racemase C-terminal domain-like	289	446	1e-54	T	08-02-2023	IPR009006	Alanine racemase/group IV decarboxylase, C-terminal	GO:0003824	HOMOLOGOUS_SUPERFAMILY
NP_215809.1	fa5e4bd79b8bc1c69386d7ab7b88c060	447	SUPERFAMILY	SSF50621	Alanine racemase C-terminal domain-like	289	446	1e-54	T	08-02-2023	IPR009006	Alanine racemase/group IV decarboxylase, C-terminal	GO:0003824	HOMOLOGOUS_SUPERFAMILY
NP_215809.1	fa5e4bd79b8bc1c69386d7ab7b88c060	447	Pfam	PF00278	Pyridoxal-dependent decarboxylase, C-terminal sheet domain	316	403	4.2e-14	T	08-02-2023	IPR022643	Orn/DAP/Arg decarboxylase 2, C-terminal	GO:0003824	DOMAIN
NP_215291.1	ccc765a626e74540fa16b51dae16b8b0	472	Pfam	PF00206	Lyase	31	297	5.8999999999999995e-24	T	08-02-2023	IPR022761	Fumarate lyase, N-terminal	NaN	DOMAIN
NP_215291.1	ccc765a626e74540fa16b51dae16b8b0	472	SUPERFAMILY	SSF48557	L-aspartase-like	6	451	5.65e-82	T	08-02-2023	IPR008948	L-Aspartase-like	GO:0003824	HOMOLOGOUS_SUPERFAMILY
NP_215291.1	ccc765a626e74540fa16b51dae16b8b0	472	Pfam	PF10397	Adenylosuccinate lyase C-terminus	366	449	5.7e-14	T	08-02-2023	IPR019468	Adenylosuccinate lyase C-terminal	NaN	DOMAIN
NP_215291.1	ccc765a626e74540fa16b51dae16b8b0	472	PANTHER	PTHR43172	ADENYLOSUCCINATE LYASE	4	458	4.3e-125	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215291.1	ccc765a626e74540fa16b51dae16b8b0	472	CDD	cd03302	Adenylsuccinate_lyase_2	7	441	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215388.1	a5e6dd857456eff30a6c306536d8c499	650	FunFam	G3DSA:1.20.140.10:FF:000042	Acyl-CoA dehydrogenase FadE10	490	601	4.8e-66	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215388.1	a5e6dd857456eff30a6c306536d8c499	650	FunFam	G3DSA:1.10.540.10:FF:000001	Very long-chain-specific acyl-CoA dehydrogenase, mitochondrial	49	165	3.3999999999999997e-31	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215388.1	a5e6dd857456eff30a6c306536d8c499	650	SUPERFAMILY	SSF47203	Acyl-CoA dehydrogenase C-terminal domain-like	277	436	3.2200000000000003e-37	T	08-02-2023	IPR036250	Acyl-CoA dehydrogenase-like, C-terminal	GO:0016627	HOMOLOGOUS_SUPERFAMILY
NP_215388.1	a5e6dd857456eff30a6c306536d8c499	650	FunFam	G3DSA:2.40.110.10:FF:000023	Acyl-CoA dehydrogenase FadE10	166	276	1.6999999999999998e-69	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215388.1	a5e6dd857456eff30a6c306536d8c499	650	FunFam	G3DSA:1.20.140.10:FF:000019	Acyl-CoA dehydrogenase	277	433	2.4e-58	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215388.1	a5e6dd857456eff30a6c306536d8c499	650	Pfam	PF02770	Acyl-CoA dehydrogenase, middle domain	167	264	4.2e-20	T	08-02-2023	IPR006091	Acyl-CoA oxidase/dehydrogenase, middle domain	GO:0016627	DOMAIN
NP_215388.1	a5e6dd857456eff30a6c306536d8c499	650	Pfam	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	58	163	3.4e-19	T	08-02-2023	IPR013786	Acyl-CoA dehydrogenase/oxidase, N-terminal	GO:0016627	DOMAIN
NP_215388.1	a5e6dd857456eff30a6c306536d8c499	650	Pfam	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	58	163	3.4e-19	T	08-02-2023	IPR013786	Acyl-CoA dehydrogenase/oxidase, N-terminal	GO:0050660	DOMAIN
NP_215388.1	a5e6dd857456eff30a6c306536d8c499	650	SUPERFAMILY	SSF56645	Acyl-CoA dehydrogenase NM domain-like	76	289	1.2e-58	T	08-02-2023	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily	GO:0016627	HOMOLOGOUS_SUPERFAMILY
NP_215388.1	a5e6dd857456eff30a6c306536d8c499	650	Pfam	PF00441	Acyl-CoA dehydrogenase, C-terminal domain	277	435	9.300000000000001e-32	T	08-02-2023	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	GO:0016627	DOMAIN
NP_215388.1	a5e6dd857456eff30a6c306536d8c499	650	PANTHER	PTHR48083	MEDIUM-CHAIN SPECIFIC ACYL-COA DEHYDROGENASE, MITOCHONDRIAL-RELATED	61	437	8.1e-86	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216395.1	96accd6ffddc81adb349bf57f20ab141	378	PANTHER	PTHR43383	NODULIN 6	7	376	2.7e-91	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216395.1	96accd6ffddc81adb349bf57f20ab141	378	Pfam	PF04909	Amidohydrolase	216	375	1e-12	T	08-02-2023	IPR006680	Amidohydrolase-related	GO:0016787	DOMAIN
NP_216395.1	96accd6ffddc81adb349bf57f20ab141	378	SUPERFAMILY	SSF51556	Metallo-dependent hydrolases	17	375	5.76e-13	T	08-02-2023	IPR032466	Metal-dependent hydrolase	NaN	HOMOLOGOUS_SUPERFAMILY
NP_214624.1	e91ce03f6cf03df573f78e03b6d9639f	249	Pfam	PF01694	Rhomboid family	72	205	1.3000000000000001e-33	T	08-02-2023	IPR022764	Peptidase S54, rhomboid domain	GO:0004252	DOMAIN
NP_214624.1	e91ce03f6cf03df573f78e03b6d9639f	249	Pfam	PF01694	Rhomboid family	72	205	1.3000000000000001e-33	T	08-02-2023	IPR022764	Peptidase S54, rhomboid domain	GO:0016020	DOMAIN
NP_214624.1	e91ce03f6cf03df573f78e03b6d9639f	249	FunFam	G3DSA:1.20.1540.10:FF:000037	Rhomboid family intramembrane serine protease	33	231	1.2e-100	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214624.1	e91ce03f6cf03df573f78e03b6d9639f	249	SUPERFAMILY	SSF144091	Rhomboid-like	35	212	1.96e-43	T	08-02-2023	IPR035952	Rhomboid-like superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_214624.1	e91ce03f6cf03df573f78e03b6d9639f	249	PANTHER	PTHR43731	RHOMBOID PROTEASE	33	209	1.4e-34	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216732.1	d1f5082d4d4035517a9d9074610be9c2	301	CDD	cd05242	SDR_a8	5	297	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216732.1	d1f5082d4d4035517a9d9074610be9c2	301	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	5	286	2.27e-35	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216732.1	d1f5082d4d4035517a9d9074610be9c2	301	PANTHER	PTHR11092	SUGAR NUCLEOTIDE EPIMERASE RELATED	4	295	1.3e-86	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216732.1	d1f5082d4d4035517a9d9074610be9c2	301	Pfam	PF01370	NAD dependent epimerase/dehydratase family	7	215	3.5e-10	T	08-02-2023	IPR001509	NAD-dependent epimerase/dehydratase	NaN	DOMAIN
NP_216732.1	d1f5082d4d4035517a9d9074610be9c2	301	Pfam	PF08338	Domain of unknown function (DUF1731)	250	293	6.6e-14	T	08-02-2023	IPR013549	Domain of unknown function DUF1731	NaN	DOMAIN
NP_216928.1	f286d824c8b4c95f1787d45a1aabd6c1	86	FunFam	G3DSA:1.20.58.110:FF:000001	30S ribosomal protein S20	1	86	2.2000000000000002e-30	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216928.1	f286d824c8b4c95f1787d45a1aabd6c1	86	PANTHER	PTHR33398	30S RIBOSOMAL PROTEIN S20	4	86	2.1e-15	T	08-02-2023	IPR002583	Ribosomal protein S20	GO:0003723	FAMILY
NP_216928.1	f286d824c8b4c95f1787d45a1aabd6c1	86	PANTHER	PTHR33398	30S RIBOSOMAL PROTEIN S20	4	86	2.1e-15	T	08-02-2023	IPR002583	Ribosomal protein S20	GO:0003735	FAMILY
NP_216928.1	f286d824c8b4c95f1787d45a1aabd6c1	86	PANTHER	PTHR33398	30S RIBOSOMAL PROTEIN S20	4	86	2.1e-15	T	08-02-2023	IPR002583	Ribosomal protein S20	GO:0005840	FAMILY
NP_216928.1	f286d824c8b4c95f1787d45a1aabd6c1	86	PANTHER	PTHR33398	30S RIBOSOMAL PROTEIN S20	4	86	2.1e-15	T	08-02-2023	IPR002583	Ribosomal protein S20	GO:0006412	FAMILY
NP_216928.1	f286d824c8b4c95f1787d45a1aabd6c1	86	Pfam	PF01649	Ribosomal protein S20	2	84	2.4e-27	T	08-02-2023	IPR002583	Ribosomal protein S20	GO:0003723	FAMILY
NP_216928.1	f286d824c8b4c95f1787d45a1aabd6c1	86	Pfam	PF01649	Ribosomal protein S20	2	84	2.4e-27	T	08-02-2023	IPR002583	Ribosomal protein S20	GO:0003735	FAMILY
NP_216928.1	f286d824c8b4c95f1787d45a1aabd6c1	86	Pfam	PF01649	Ribosomal protein S20	2	84	2.4e-27	T	08-02-2023	IPR002583	Ribosomal protein S20	GO:0005840	FAMILY
NP_216928.1	f286d824c8b4c95f1787d45a1aabd6c1	86	Pfam	PF01649	Ribosomal protein S20	2	84	2.4e-27	T	08-02-2023	IPR002583	Ribosomal protein S20	GO:0006412	FAMILY
NP_216928.1	f286d824c8b4c95f1787d45a1aabd6c1	86	SUPERFAMILY	SSF46992	Ribosomal protein S20	3	86	1.4400000000000001e-27	T	08-02-2023	IPR036510	Ribosomal protein S20 superfamily	GO:0003723	HOMOLOGOUS_SUPERFAMILY
NP_216928.1	f286d824c8b4c95f1787d45a1aabd6c1	86	SUPERFAMILY	SSF46992	Ribosomal protein S20	3	86	1.4400000000000001e-27	T	08-02-2023	IPR036510	Ribosomal protein S20 superfamily	GO:0003735	HOMOLOGOUS_SUPERFAMILY
NP_216928.1	f286d824c8b4c95f1787d45a1aabd6c1	86	SUPERFAMILY	SSF46992	Ribosomal protein S20	3	86	1.4400000000000001e-27	T	08-02-2023	IPR036510	Ribosomal protein S20 superfamily	GO:0005840	HOMOLOGOUS_SUPERFAMILY
NP_216928.1	f286d824c8b4c95f1787d45a1aabd6c1	86	SUPERFAMILY	SSF46992	Ribosomal protein S20	3	86	1.4400000000000001e-27	T	08-02-2023	IPR036510	Ribosomal protein S20 superfamily	GO:0006412	HOMOLOGOUS_SUPERFAMILY
NP_214835.1	47fa9f495d0fd43c3bd8f06c9d149e52	190	PANTHER	PTHR42680	DCTP DEAMINASE	1	184	2.5e-50	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214835.1	47fa9f495d0fd43c3bd8f06c9d149e52	190	Pfam	PF00692	dUTPase	70	177	1.2e-10	T	08-02-2023	IPR029054	dUTPase-like	NaN	DOMAIN
NP_214835.1	47fa9f495d0fd43c3bd8f06c9d149e52	190	SUPERFAMILY	SSF51283	dUTPase-like	1	184	7.330000000000001e-56	T	08-02-2023	IPR036157	dUTPase-like superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_214835.1	47fa9f495d0fd43c3bd8f06c9d149e52	190	FunFam	G3DSA:2.70.40.10:FF:000005	dCTP deaminase, dUMP-forming	1	186	1.4999999999999999e-105	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214835.1	47fa9f495d0fd43c3bd8f06c9d149e52	190	CDD	cd07557	trimeric_dUTPase	68	149	1.1087600000000001e-30	T	08-02-2023	IPR033704	dUTPase, trimeric	NaN	DOMAIN
NP_215167.1	123d30f51413a3e3c9e6c3cf56400d6f	231	SUPERFAMILY	SSF46689	Homeodomain-like	7	65	3.18e-12	T	08-02-2023	IPR009057	Homeobox-like domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215167.1	123d30f51413a3e3c9e6c3cf56400d6f	231	Pfam	PF13305	Tetracyclin repressor-like, C-terminal domain	81	198	1.2e-17	T	08-02-2023	IPR025996	Tetracyclin repressor-like, C-terminal domain (WHG)	NaN	DOMAIN
NP_215167.1	123d30f51413a3e3c9e6c3cf56400d6f	231	Pfam	PF00440	Bacterial regulatory proteins, tetR family	11	57	1.3e-11	T	08-02-2023	IPR001647	DNA-binding HTH domain, TetR-type	GO:0003677	DOMAIN
NP_215167.1	123d30f51413a3e3c9e6c3cf56400d6f	231	PANTHER	PTHR30055	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR	7	205	5.3e-15	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215167.1	123d30f51413a3e3c9e6c3cf56400d6f	231	SUPERFAMILY	SSF48498	Tetracyclin repressor-like, C-terminal domain	80	202	8.899999999999999e-24	T	08-02-2023	IPR036271	Tetracyclin repressor-like, C-terminal domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_214851.1	d0bf390f8a4ea7706690f2b4d2143615	429	SUPERFAMILY	SSF53383	PLP-dependent transferases	31	424	3.23e-91	T	08-02-2023	IPR015424	Pyridoxal phosphate-dependent transferase	NaN	HOMOLOGOUS_SUPERFAMILY
NP_214851.1	d0bf390f8a4ea7706690f2b4d2143615	429	PANTHER	PTHR43488	GLUTAMATE-PYRUVATE AMINOTRANSFERASE ALAA	27	429	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214851.1	d0bf390f8a4ea7706690f2b4d2143615	429	CDD	cd00609	AAT_like	60	421	4.40353e-85	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214851.1	d0bf390f8a4ea7706690f2b4d2143615	429	Pfam	PF00155	Aminotransferase class I and II	60	406	1.9e-45	T	08-02-2023	IPR004839	Aminotransferase, class I/classII	GO:0009058	DOMAIN
NP_214851.1	d0bf390f8a4ea7706690f2b4d2143615	429	Pfam	PF00155	Aminotransferase class I and II	60	406	1.9e-45	T	08-02-2023	IPR004839	Aminotransferase, class I/classII	GO:0030170	DOMAIN
NP_214851.1	d0bf390f8a4ea7706690f2b4d2143615	429	FunFam	G3DSA:3.40.640.10:FF:000019	Pyridoxal phosphate-dependent aminotransferase	77	319	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215997.1	201f60e008f24c11aa18f1a44f1fead4	335	PANTHER	PTHR22550	SPORE GERMINATION PROTEIN	9	325	6.9e-37	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215997.1	201f60e008f24c11aa18f1a44f1fead4	335	FunFam	G3DSA:3.40.50.410:FF:000078	UPF0353 protein RN09_1826	99	297	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215997.1	201f60e008f24c11aa18f1a44f1fead4	335	CDD	cd00198	vWFA	97	255	5.87522e-22	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215997.1	201f60e008f24c11aa18f1a44f1fead4	335	SUPERFAMILY	SSF53300	vWA-like	94	297	4.73e-30	T	08-02-2023	IPR036465	von Willebrand factor A-like domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215997.1	201f60e008f24c11aa18f1a44f1fead4	335	Pfam	PF13519	von Willebrand factor type A domain	99	212	1.9e-20	T	08-02-2023	IPR002035	von Willebrand factor, type A	NaN	DOMAIN
NP_216412.1	1e484515cac128ebcd5d5c15fa0d6259	303	PANTHER	PTHR43619	S-ADENOSYL-L-METHIONINE-DEPENDENT METHYLTRANSFERASE YKTD-RELATED	14	301	1.7e-55	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216412.1	1e484515cac128ebcd5d5c15fa0d6259	303	Pfam	PF04072	Leucine carboxyl methyltransferase	26	201	3.2e-56	T	08-02-2023	IPR007213	Methyltransferase Ppm1/Ppm2/Tcmp	GO:0008168	FAMILY
NP_216412.1	1e484515cac128ebcd5d5c15fa0d6259	303	Pfam	PF04072	Leucine carboxyl methyltransferase	26	201	3.2e-56	T	08-02-2023	IPR007213	Methyltransferase Ppm1/Ppm2/Tcmp	GO:0032259	FAMILY
NP_216412.1	1e484515cac128ebcd5d5c15fa0d6259	303	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	22	286	4.37e-65	T	08-02-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217424.1	daff7021f820a8cfb21c3c09a035cd2a	80	Pfam	PF13083	KH domain	7	67	4.5e-20	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217424.1	daff7021f820a8cfb21c3c09a035cd2a	80	PANTHER	PTHR34654	UPF0109 PROTEIN SCO5592	5	78	1.3e-20	T	08-02-2023	IPR020627	RNA-binding protein KhpA	GO:0003723	FAMILY
NP_217424.1	daff7021f820a8cfb21c3c09a035cd2a	80	SUPERFAMILY	SSF54814	Prokaryotic type KH domain (KH-domain type II)	19	63	5.3e-08	T	08-02-2023	IPR009019	K homology domain superfamily, prokaryotic type	GO:0003723	HOMOLOGOUS_SUPERFAMILY
NP_217424.1	daff7021f820a8cfb21c3c09a035cd2a	80	CDD	cd22533	KH-II_YlqC-like	5	75	3.1599300000000004e-23	T	08-02-2023	IPR020627	RNA-binding protein KhpA	GO:0003723	FAMILY
NP_214905.1	3479786f1afe52abed74e98cd8c8b9fb	406	CDD	cd00614	CGS_like	41	406	0.0	T	08-02-2023	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	GO:0019346	FAMILY
NP_214905.1	3479786f1afe52abed74e98cd8c8b9fb	406	CDD	cd00614	CGS_like	41	406	0.0	T	08-02-2023	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	GO:0030170	FAMILY
NP_214905.1	3479786f1afe52abed74e98cd8c8b9fb	406	Pfam	PF01053	Cys/Met metabolism PLP-dependent enzyme	21	405	0.0	T	08-02-2023	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	GO:0019346	FAMILY
NP_214905.1	3479786f1afe52abed74e98cd8c8b9fb	406	Pfam	PF01053	Cys/Met metabolism PLP-dependent enzyme	21	405	0.0	T	08-02-2023	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	GO:0030170	FAMILY
NP_214905.1	3479786f1afe52abed74e98cd8c8b9fb	406	SUPERFAMILY	SSF53383	PLP-dependent transferases	39	405	7.51e-105	T	08-02-2023	IPR015424	Pyridoxal phosphate-dependent transferase	NaN	HOMOLOGOUS_SUPERFAMILY
NP_214905.1	3479786f1afe52abed74e98cd8c8b9fb	406	FunFam	G3DSA:3.40.640.10:FF:000035	O-succinylhomoserine sulfhydrylase	17	238	7.2e-92	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214905.1	3479786f1afe52abed74e98cd8c8b9fb	406	PANTHER	PTHR11808	TRANS-SULFURATION ENZYME FAMILY MEMBER	37	406	3.6e-103	T	08-02-2023	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	GO:0019346	FAMILY
NP_214905.1	3479786f1afe52abed74e98cd8c8b9fb	406	PANTHER	PTHR11808	TRANS-SULFURATION ENZYME FAMILY MEMBER	37	406	3.6e-103	T	08-02-2023	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	GO:0030170	FAMILY
NP_214905.1	3479786f1afe52abed74e98cd8c8b9fb	406	FunFam	G3DSA:3.90.1150.10:FF:000033	Cystathionine gamma-synthase	270	406	3.5e-49	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215433.1	6ca783e25603aa66106caea993fe4ad7	158	SUPERFAMILY	SSF47598	Ribbon-helix-helix	71	148	8e-19	T	08-02-2023	IPR010985	Ribbon-helix-helix	GO:0006355	HOMOLOGOUS_SUPERFAMILY
NP_215433.1	6ca783e25603aa66106caea993fe4ad7	158	Pfam	PF08681	Protein of unknown function (DUF1778)	74	150	6.9e-25	T	08-02-2023	IPR014795	Vibrio phage ICP1, Orf50	NaN	FAMILY
NP_215433.1	6ca783e25603aa66106caea993fe4ad7	158	PANTHER	PTHR35401	COPG FAMILY HELIX-TURN-HELIX PROTEIN-RELATED-RELATED	65	156	1.6000000000000002e-33	T	08-02-2023	IPR014795	Vibrio phage ICP1, Orf50	NaN	FAMILY
NP_215597.1	67caef45273da5b082458148289f3fa0	144	Pfam	PF14155	Domain of unknown function (DUF4307)	23	133	3.7999999999999996e-35	T	08-02-2023	IPR025443	Protein of unknown function DUF4307	NaN	FAMILY
NP_218161.1	f371c6537bf74177e704dec777164c40	401	PANTHER	PTHR11669	REPLICATION FACTOR C / DNA POLYMERASE III GAMMA-TAU SUBUNIT	5	279	2.9e-28	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218161.1	f371c6537bf74177e704dec777164c40	401	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	6	220	6.400000000000001e-44	T	08-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NaN	HOMOLOGOUS_SUPERFAMILY
